,UEI,Start Date,End Date,Duration(Days),Main Cause,Districts,State,Extent of damage ,Event Source
5153,UEI-IMD-FL-2019-0174,27/07/2019 00:00,27/07/2019 00:00,1,"Cloud burst, Landslide","Pulwama, Doda",Jammu & Kashmir,"Damage to a house at Bagger, Ramgarh reported.",IMD
5154,UEI-IMD-FL-2019-0175,31/07/2019 00:00,31/07/2019 00:00,1,Heavy rain,Udhampur,Jammu & Kashmir,Damage to a house reported.,IMD
5155,UEI-IMD-FL-2019-0176,08/03/2019 00:00,08/03/2019 00:00,1,Cloud burst,Pulwama,Jammu & Kashmir,"i) Damage to residential houses, School,roads in Hajin area of Tral subdivision reported. ii) Partial damage to water supply & electricity transmission lines reported.",IMD
5156,UEI-IMD-FL-2019-0177,19/11/2019 00:00,19/11/2019 00:00,1,Landslide,Pulwama,Jammu & Kashmir,Damage to a house at Shalitukna village reported.,IMD
5157,UEI-IMD-FL-2020-0001,28/06/2020 00:00,30/06/2020 00:00,3,Heavy rains,Anantapur,Andhra Pradesh,,IMD
5158,UEI-IMD-FL-2020-0002,09/03/2020 00:00,09/03/2020 00:00,1,Heavy Rains & Flood (Godavari River),East Godavari,Andhra Pradesh,Damage to a small boat reported.,IMD
5159,UEI-IMD-FL-2020-0003,13/09/2020 00:00,13/09/2020 00:00,1,Heavy Rains & Flood,"Anantapur, Chittoor, Y.S.R., Kurnool, West Godavari",Andhra Pradesh,A motorcycle was washed away in a flooding canal at Chenchugudempalem village of Rudravaram mandal in Rayalaseema.,IMD
5160,UEI-IMD-FL-2020-0004,14/09/2020 00:00,14/09/2020 00:00,1,Heavy Rains & Flood,"Krishna, West Godavari",Andhra Pradesh,,IMD
5161,UEI-IMD-FL-2020-0005,25/09/2020 00:00,25/09/2020 00:00,1,Heavy Rains,West Godavari,Andhra Pradesh,,IMD
5162,UEI-IMD-FL-2020-0006,26/09/2020 00:00,26/09/2020 00:00,1,Flash flood,Prakasam,Andhra Pradesh,,IMD
5163,UEI-IMD-FL-2020-0007,13/10/2020 00:00,14/10/2020 00:00,2,Heavy Rains & Flood,"East Godavari, Guntur, Krishna, Visakhapatnam, West Godavari, Y.S.R.",Andhra Pradesh,"i) More than 54,000 hectares of cropland affected. ii) Damage to 415 houses reported. iii) About 150,000 populations from 198 villages badly affected. While, 6,616 people evacuated with 4,864 of them staying in 32 relief camps. iv) Damage to infrastructure including 1317.36 Km leanth of roads reported. v) Disruption in power supply reported in several districts.",IMD
5164,UEI-IMD-FL-2020-0008,24/10/2020 00:00,24/10/2020 00:00,1,Heavy Rains & Flood,"Visakhapatnam, West Godavari",Andhra Pradesh,,IMD
5165,UEI-IMD-FL-2020-0009,25/05/2020 00:00,25/05/2020 00:00,1,Landslide,Dibang Valley,Arunachal Pradesh,i) Damage to a house reported. ii) Many roads including a major road leading to Tawang completely damaged.,IMD
5166,UEI-IMD-FL-2020-0010,23/06/2020 00:00,25/06/2020 00:00,3,Landslide,Itanagar,Arunachal Pradesh,,IMD
5167,UEI-IMD-FL-2020-0011,07/10/2020 00:00,07/10/2020 00:00,1,Heavy rain triggered landslips,"Itanagar, Papum Pare",Arunachal Pradesh,i) Damage to houses reported. ii) Damage to road reported. iii) Low-lying areas inundated,IMD
5168,UEI-IMD-FL-2020-0012,25/05/2020 00:00,31/05/2020 00:00,7,Floods & Heavy rains,"Barpeta, Darrang, Dhemaji, Dibrugarh, Goalpara, Hojai, Kamrup, Lakhimpur, Nagaon, Nalbari, Karbi Anglong, Tinsukia,",Assam,"i) Cropland of area 25,000 hectares affected. ii) More than 2,90,000 population of more than 300 villages in 12 districts affected. iii)Damage to many RCC roads, bridge & sub way connectivity reported",IMD
5169,UEI-IMD-FL-2020-0013,06/01/2020 00:00,30/06/2020 00:00,30,"Heavy Rains & Flood (Brahmaputra,tributaries)","Barpeta, Biswanath, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Hojai, Jorhat, Karbi Anglong, Kamrup, Kokrajhar, Lakhimpur, Majuli, Morigaon, Nagaon, Nalbari, South Salmara Mancachar, Sivasagar, Tinsukia, Udalguri",Assam,"i) Cropland of area more than 83,000 hectares affected. ii) More than 14,90,000 population of more than 2400 villages in Twenty Four districts affected. iii) Damage to roads, RCC Bridge/Culvert, reported. Also, National Highways/ Sub ways blocked the road connectivity due to flooded water.",IMD
5170,UEI-IMD-FL-2020-0014,07/01/2020 00:00,31/07/2020 00:00,31,"Heavy Rains & Flood (Brahmaputra,tributaries)","Baksa, Barpeta, Biswanath, Bongaigaon, Cachar, Charaideo, Chirang, Darrang, Dibrugarh, Dhemaji, Dhubri, Goalpara, Golaghat, Hojai, Jorhat, Karbi Anglong, Kamrup, Kamrup Metropolitanpolitan, Kokrajhar, Lakhimpur, Majuli, Morigaon, Nagaon, Nalbari, Sivasagar, Sonitpur, South South Salmara Mancachar- Mankachar, Tinsukia",Assam,"i) Crop land of area more than 1,31,300 hectares affected. ii) More than 39,79,000 population of more than 3200 villages in 28 districts affected. iii) Damage to roads, RCC Bridge/Culvert, sub ways reported. Also, National Highways/ Sub ways blocked the road connectivity due to flooded water /Landslide.",IMD
5171,UEI-IMD-FL-2020-0015,08/01/2020 00:00,31/08/2020 00:00,31,"Heavy Rains & Flood (Brahmaputra,tributaries)","Baksa, Barpeta, Biswanath, Bongaigaon, Charaideo, Chirang, Darrang, Dhemaji, Dhubri, Goalpara, Golaghat, Jorhat, Kamrup, Kamrup Metropolitanpolitan, Kokrajhar, Lakhimpur, Majuli, Morigaon, Nagaon, Nalbari, Sivasagar, South Salmara Mancachar Tinsukia",Assam,"i) Crop land of area more than 75,710 hectares affected. ii) More than 10,62,000 population of more than 1000 villages in 23 districts affected. iii) Damage to roads, RCC Bridge / Culvert, sub ways reported. Also, National Highways/ Sub ways blocked the road connectivity due to flooded water /Landslide.",IMD
5172,UEI-IMD-FL-2020-0016,09/01/2020 00:00,30/09/2020 00:00,30,"Heavy Rains & Flood (Brahmaputra,tributaries)","Biswanath, Chirang, Dhemaji, Dibrugarh, Golaghat, Hojai, Jorhat, Lakhimpur, Majuli, Morigaon, Nagaon, Sivasagar, Tinsukia, West Karbi Anglong",Assam,"i) Cropland of area more than 26,652 hectares affected. ii) More than 2,80,000 population of more than 450 villages in 14 districts affected. iii) Damage to roads, RCC Bridge / Culvert, sub ways reported. Also, National Highways/ Sub ways blocked the road connectivity due to flooded water /Landslide.",IMD
5173,UEI-IMD-FL-2020-0017,10/01/2020 00:00,31/10/2020 00:00,31,"Heavy Rains & Flood (Brahmaputra,tributaries)","Barpeta, Biswanath, Dhemaji, Goalpara, Hojai, Morigaon, Nagaon, Sonitpur, West Karbi Anglong",Assam,"i) Cropland of area more than 25,300 hectares affected. ii) More than 2,70,700 population of more than 400 villages in 9 districts affected. iii) Damage to roads, RCC Bridge / Culvert, sub ways reported. Also, National Highways/ Sub ways blocked the road connectivity due to flooded water /Landslide",IMD
5174,UEI-IMD-FL-2020-0018,26/07/2020 00:00,26/07/2020 00:00,1,Heavy Rains & flood,"Darbhanga, Purba Champaran, Madhubani, Muzaffarpur, Samastipur",Bihar,i) Damage to agricultural crops reported. ii) Damage to property reported.,IMD
5175,UEI-IMD-FL-2020-0019,08/01/2020 00:00,20/08/2020 00:00,20,Heavy Rains & floods in Ganga & tributaries,"Darbhanga, Purba Champaran, Gopalganj, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Saharsa, Samastipur, Saran, Sheohar, Sitamarhi, Siwan, Supaul, Pashchim Champaran",Bihar,"i) 81,79,257 population of 1,317 panchayats of 130 blocks in 16 districts affected. ii) People shifted to 8 Relief Camps, 12,239 inmates by 26 teams of National Disaster Response Force (NDRF),State Disaster Response Force (SDRF).",IMD
5176,UEI-IMD-FL-2020-0020,18/06/2020 00:00,18/06/2020 00:00,1,Heavy Rains,Korba,Chhattisgarh,Damage to 6 houses reported,IMD
5177,UEI-IMD-FL-2020-0021,26/08/2020 00:00,27/08/2020 00:00,2,Heavy Rains & Floods (Mahanadi),"Baloda Bazar, Bilaspur, Durg, Janjgir - Champa, Raigarh, Raipur, Rajnandgaon",Chhattisgarh,"i) Damage to about 12,000 houses in various districts of the state including 4000 houses only from Janjgir - Champa district reported. ii) Several urban areas inundated. iii) Thousand people shifted to relief camps.",IMD
5178,UEI-IMD-FL-2020-0022,06/01/2020 00:00,07/07/2020 00:00,37,Heavy Rains & Floods,"Devbhumi Dwarka, Jamnagar, Junagadh, Kachchh, Navsari, Porbandar, Rajkot, Surat, Valsad",Gujarat,i) Worst affected district Rajkot. ii) Nearly 30-year-old bridge in Junagadh district caved in. iii) 7 National Disaster Response Force (NDRF) teams deployed. iv) Around 100 people have been evacuated in Devbhumi Dwarka District.,IMD
5179,UEI-IMD-FL-2020-0023,15/08/2020 00:00,16/08/2020 00:00,2,Heavy Rains & Floods,"Devbhumi Dwarka, Porbandar, Surat",Gujarat,"i) At least three fishing boats capsized off Porbandar coast. ii) Traffic suspended on 195 roads, including 16 state highways. iii) Many areas in the state lashed including Mandvi taluka in Surat. iv) Water-logging in various districts reported. v) Several people shifted to safer places. vi) 13 teams of the National Disaster Response Force (NDRF) deployed to tackle the emergency situation.",IMD
5180,UEI-IMD-FL-2020-0024,24/08/2020 00:00,24/08/2020 00:00,1,Heavy Rains & Floods,"Ahmadabad, Bhavnagar, Junagadh, Mahesana, Morbi, Narmada, Patan, Sabar Kantha, Tapi",Gujarat,"i) Damage to houses reported. ii) Normal life disrupted. iii) About 1,900 people shifted to safer places.",IMD
5181,UEI-IMD-FL-2020-0025,29/08/2020 00:00,29/08/2020 00:00,1,Heavy Rains & Floods,"Bhavnagar, Botad, Gandhinagar, Gir Somnath, Junagadh, Kachchh, Narmada, Patan, Tapi",Gujarat,,IMD
5182,UEI-IMD-FL-2020-0026,30/08/2020 00:00,30/08/2020 00:00,1,Heavy Rains & Floods,"Ahmadabad, Amreli, Banas Kantha, Bharuch, Botad, Devbhumi Dwarka, Junagadh, Kachchh, Rajkot, Mahisagar, Narmada, Panch Mahals, Porbandar,Surat, Vadodara, Valsad",Gujarat,"i) Major damage of roads in Kachchh, Mahisagar, Surat, Valsad, Rajkot, Devbhumi Dwarka, Junagadh, Porbandar distrcits reported. ii) Damage to about 1000 houses reported. iii) As many as 149 roads, including one national highway & 15 state highways, closed. iv) Thousands of people shifted from 19 villages of Bharuch, 3 villages of Narmada & 2 villages of Vadodara districts to safer places by teams of the National Disaster Response Force (NDRF),state agencies. Also, many persons rescued from Amreli, Junagadh, Rajkot & Vadodara districts.",IMD
5183,UEI-IMD-FL-2020-0027,22/10/2020 00:00,22/10/2020 00:00,1,Heavy Rains & Floods,"Bhavnagar, Botad, Gandhinagar, Gir Somnath, Junagadh, Kachchh, Narmada, Patan, Tapi",Gujarat,Damage to 6 houses reported.,IMD
5184,UEI-IMD-FL-2020-0028,19/08/2020 00:00,19/08/2020 00:00,1,Heavy Rains, Gurugram,Haryana,Damage to house reported.,IMD
5185,UEI-IMD-FL-2020-0029,24/06/2020 00:00,30/09/2020 00:00,99,Heavy Rains & Landslide,"Bilaspur, Chamba, Hamirpur, Kangra, Kinnaur, Kullu, Lahul & Spiti, Mandi, Shimla, Sirmaur, Solan, Una",Himachal Pradesh,"i) Damage to Agricultural & Horticultural crops reported. ii) Damage to 689 Pacca & Kacha houses fully or partially reported. Damage to shops & cow sheds also reported. iii) Damage to NH-05 of about 07 to 08-meter road reported due to which people were not able to cross the road on foot. Also, NH -03 blocked.",IMD
5186,UEI-IMD-FL-2020-0030,28/06/2020 00:00,28/06/2020 00:00,1,Landslide,Solan,Himachal Pradesh,,IMD
5187,UEI-IMD-FL-2020-0031,14/08/2020 00:00,14/08/2020 00:00,1,Landslide,Mandi,Himachal Pradesh,,IMD
5188,UEI-IMD-FL-2020-0032,14/08/2020 00:00,15/08/2020 00:00,2,Heavy Rains,Mandi,Himachal Pradesh,Damage to 13 houses at Sadher Thanehara Muhalla due to heavy rainfall reported.,IMD
5189,UEI-IMD-FL-2020-0033,18/08/2020 00:00,18/08/2020 00:00,1,Heavy Rains & Landslide,Kangra,Himachal Pradesh,,IMD
5190,UEI-IMD-FL-2020-0034,14/03/2020 00:00,14/03/2020 00:00,1,Heavy rains,"Bokaro, Chatra, Dhanbad, Hazaribagh, Palamu, Ramghah",Jharkhand,"i) Damage to crops reported. ii) Water filled in mines, production stopped. iii) Damage to Bridge reported. iv) Damage to houses reported.",IMD
5191,UEI-IMD-FL-2020-0035,10/04/2020 00:00,10/04/2020 00:00,1,Heavy rains,Gumla,Jharkhand,Damage to crop reported.,IMD
5192,UEI-IMD-FL-2020-0036,10/06/2020 00:00,10/06/2020 00:00,1,Heavy rains,Ranchi,Jharkhand,Damage to house reported.,IMD
5193,UEI-IMD-FL-2020-0037,04/01/2020 00:00,30/04/2020 00:00,30,Heavy rains & Flood,"Bengaluru Rural, Belgaum, Ballari, Bidar, Bijapur, Chamarajanagara Chikkaballapura, Chitradurga, Dakshina Kannada, Dharwad, Davanagere, Gadag,  Kalaburagi, Hassan, Haveri, Kodagu, Kolar, Koppal, Mandya, Mysuru, Raichur, Ramanagara, Shivamogga, Tumakuru, Udupi, Uttara Kannada",Karnataka,Damage to 350 houses reported.,IMD
5194,UEI-IMD-FL-2020-0038,05/01/2020 00:00,31/05/2020 00:00,31,Heavy rains & Flood,"Bagalkote, Bengaluru Rural, Bangalore, Belgaum, Ballari, Bidar, Bijapur, Chamarajanagara Chikkaballapura, Chitradurga, Dakshina Kannada, Dharwad, Davanagere, Gadag,  Kalaburagi, Hassan, Haveri, Kodagu, Kolar, Koppal, Mandya, Mysuru, Raichur, Shivamogga, Tumakuru, Udupi, Uttara Kannada, Yadgir",Karnataka,Damage to 1115 houses reported.,IMD
5195,UEI-IMD-FL-2020-0039,06/01/2020 00:00,30/06/2020 00:00,30,Heavy rains & Flood,"Bagalkote, Bengaluru Rural, Belgaum, Ballari, Bijapur, Chamarajanagara Chitradurga, Dakshina Kannada, Davanagere, Dharwad, Gadag,  Kalaburagi, Hassan, Haveri, Mandya, Mysuru, Raichur, Ramanagara, Shivamogga, Udupi, Uttara Kannada, Yadgir",Karnataka,Damage to1686 houses reported.,IMD
5196,UEI-IMD-FL-2020-0040,07/01/2020 00:00,31/07/2020 00:00,31,Heavy rains & Flood,"Bagalkote, Belgaum, Ballari, Bidar, Bijapur, Chamarajanagara Chikkaballapura, Chikkaballapura, Chitradurga, Dakshina Kannada, Davanagere, Gadag, Haveri, Mysuru, Raichur, Ramanagara, Shivamogga, Tumakuru, Udupi, Uttara Kannada, Yadgir",Karnataka,"i) Damage to standing crops including paddy, green gram, cotton, red gram reported. ii) A bridges between 4 villages inundated on 23rd in Yadgir Dist. iii) Damage to 927 houses reported.",IMD
5197,UEI-IMD-FL-2020-0041,08/01/2020 00:00,31/08/2020 00:00,31,Heavy rains & Flood,"Bagalkote, Bangalore, Belgaum, Ballari, Bijapur, Chamarajanagara Chikkaballapura, Chikkaballapura, Dakshina Kannada, Dharwad, Davanagere, Gadag,  Kalaburagi, Hassan, Haveri, Kodagu, Koppal, Mandya, Mysuru, Raichur, Shivamogga, Tumakuru, Udupi, Uttara Kannada, Yadgir",Karnataka,"Damage to 9,148 houses reported.",IMD
5198,UEI-IMD-FL-2020-0042,09/01/2020 00:00,30/09/2020 00:00,30,Heavy rains & Flood,"Bagalkote, Bangalore, Belgaum, Ballari, Bidar, Bijapur, Chamarajanagara Chikkaballapura, Chitradurga, Dakshina Kannada, Dharwad, Davanagere, Gadag,  Kalaburagi, Hassan, Haveri, Kodagu, Kolar, Koppal, Mysuru, Raichur, Ramanagara, Tumakuru, Udupi, Uttara Kannada, Yadgir",Karnataka,"i) Damage to the standing crops such as green chilli, cotton, paddy,red gram reported. ii) Damage to 2745 houses reported. iii) Bridges submerged. iv) Low-lying areas flooded.",IMD
5199,UEI-IMD-FL-2020-0043,10/01/2020 00:00,31/10/2020 00:00,31,Heavy rains & Flood,"Bagalkote, Bengaluru Rural, Bangalore, Belgaum, Ballari, Bidar, Bijapur, Chamarajanagara Chikkaballapura, Chitradurga, Dakshina Kannada, Dharwad, Davanagere, Gadag,  Kalaburagi, Hassan, Haveri, Kodagu, Koppal, Mandya, Mysuru, Raichur, Ramanagara, Shivamogga, Tumakuru, Udupi, Uttara Kannada, Yadgir",Karnataka,i) Damage to 812562.38 hectares of cropland reported. ii) Damage to 24573 houses reported. iii) The old bridge collapsed in Belagavi districts.,IMD
5200,UEI-IMD-FL-2020-0044,01/02/2020 00:00,01/03/2020 00:00,2,Heavy Rains,"Malappuram, Thiruvananthapuram",Kerala,"i) Damage to compound wall of Government school at Attingal, Thiruvananthapuram reported. ii) Damage to a house reported. iii) Damage to a bike reported. iv) Trees uprooted.",IMD
5201,UEI-IMD-FL-2020-0045,24/04/2020 00:00,28/04/2020 00:00,2,Heavy Rains,Thiruvananthapuram,Kerala,"i) Damage to houses reported. ii) Trees uprooted at several places,heavy branches broken causes disruption to electric supply. iii) Waterlogging reported in low lying areas.",IMD
5202,UEI-IMD-FL-2020-0046,05/03/2020 00:00,05/03/2020 00:00,1,Heavy Rains,Pathanamthitta,Kerala,i) Extensive damage to standing crops reported. ii) Damage to about 100 houses reported. iii) Damage to 80 electric posts reported. iv) Vehicular traffic remained disrupted for a long time on many roads,IMD
5203,UEI-IMD-FL-2020-0047,05/07/2020 00:00,05/08/2020 00:00,2,Heavy Rains,Thiruvananthapuram,Kerala,"i) Chirayinkeezh, Neyyattinkara, Vizhinjam area affected. ii) Damage to acres of agricultural crops reported. iii) Damage to more than 174 houses reporteded. iv) Electric posts broke down cause disruption to power supply at many places. v) Trees uprooted.",IMD
5204,UEI-IMD-FL-2020-0048,16/05/2020 00:00,18/05/2020 00:00,2,Heavy Rains,Thiruvananthapuram,Kerala,i) Kovalam & Vanchiyoor area affected ii) 10 hectares of paddy fields ready for harvesting inundated causes huge loss to farmers. iii) Damage.to many houses & shop reported. iv) 6 electric posts broken down. Overhead power lines broken at many places. v) Damage to household electronic equipments reported. vi) Trees uprooted at many places.,IMD
5205,UEI-IMD-FL-2020-0049,22/05/2020 00:00,22/05/2020 00:00,1,"Heavy Rains & Floods (Killi,Karamana rivers)",Thiruvananthapuram,Kerala,"i) Malayinkeezhu, Vattiyurkavu, Vizhinjam, Kovalam, Thiruvallam area affected. ii) Damage to 7735 plantains,vegetable cultivation in 6 acres of land reported. iii) Many low lying areas inundated. iv) Around 500 houses in different places inundated. v) Complete or partial damage to 100 houses reported. vi) 15 families shifted to relief camps. vii) Damage to 30 vehicles including four-wheelers reported. viii) Smaller roads leading off the bypass into the Chala market & residential colonies remained waterlogged for hours. ix) Traffic disrupted.",IMD
5206,UEI-IMD-FL-2020-0050,06/02/2020 00:00,06/05/2020 00:00,3,Heavy Rains & Floods,Thiruvananthapuram,Kerala,"i) Nandiyode, Vizhinjam, Neyyattinkara, Muttathara, Pattom, Nedumangadu, Kovalam, Adimalathura, Nilambur area affected. ii) Damage to Temple reported. iii) Complete damage to 2 houses reported. iv) More than 200 houses from different places inundated causes damages to floor,electronic equipments. v) Damage to many shops reported. vi) Damage to two-wheeler reported. vii) Major roads including Chala Bypass road in the city inundated causes disruption in traffic. viii) Vehicular traffic disrupted. ix) Trees uprooted in many places.",IMD
5207,UEI-IMD-FL-2020-0051,07/03/2020 00:00,07/03/2020 00:00,1,Flash flood,Kozhikode,Kerala,,IMD
5208,UEI-IMD-FL-2020-0052,08/05/2020 00:00,08/05/2020 00:00,1,Heavy Rains & Floods,Wayanad,Kerala,i) Damage to a house reported. ii) Tree uprooted. iii) Traffic disrupted at many places,IMD
5209,UEI-IMD-FL-2020-0053,08/06/2020 00:00,08/06/2020 00:00,1,Landslide,Idukki,Kerala,"i) Huge rocks,mud fell over one of the housing quarters of tea workers at Petimudi, Munnar. ii) Damage to 30 houses reported. iii) Complete damage to 4 estate lanes in the Nayamakkad division reported. iv) Uprooted trees,boulders on road causes traffic disruption. v) Bridge at periyavarai washed away. vi) Damage to a car reported.",IMD
5210,UEI-IMD-FL-2020-0054,08/06/2020 00:00,08/06/2020 00:00,1,Heavy Rains & Landslide,Wayanad,Kerala,"i) Kalpetta, Mundakkai, Makkiyadu, Mananthavady area affected. ii) Damage to 10 hectares paddy fields, 17500 plantain trees & 125 rubber trees reported. iii) Damage to 15 houses reported. iv) 5 bridges washed away. v) 621 families shifted to 49 relief camps. vi) Damage to 1183 transformers reported which causes disruption in power supply in the region for 3 days. vii) Estimated 1.39 crore monetary loss reported. viii) NH 766 was inundated & traffic disrupted in ghat areas",IMD
5211,UEI-IMD-FL-2020-0055,08/07/2020 00:00,08/07/2020 00:00,1,Heavy Rains & Floods,Alappuzha,Kerala,,IMD
5212,UEI-IMD-FL-2020-0056,08/08/2020 00:00,08/08/2020 00:00,1,Heavy Rains & Floods,"Thiruvananthapuram, Wayanad",Kerala,Thiruvananthapuram : i) Damage to 5867 hectares of agricultural land reported. ii) Damage to 37 houses completely & 198 houses partially reported. iii) 153 families were shifted to 7 relief camps. Wayanad : i) A bridge washed away. ii) Karingari- Kakkadavu road inundated. iii) 79 relief camps were opened. iv) About 15000 people shifted to safer places.,IMD
5213,UEI-IMD-FL-2020-0057,08/09/2020 00:00,08/09/2020 00:00,1,Heavy Rains & Floods,"Alappuzha, Ernakulam, Kollam, Kottayam",Kerala,Alappuzha : i) 1300 hectares of paddy fields submerged. ii) All villages in the Kuttanad Taluk inundated. Ernakulam : i) Damage to 6 houses completely & 224 houses partially reported. ii) 46 relief camps opened. Kollam : 252 people from 65 families shifted to 4 relief camps.,IMD
5214,UEI-IMD-FL-2020-0058,08/10/2020 00:00,08/10/2020 00:00,1,Heavy Rains & Floods,"Pathanamthitta, Wayanad",Kerala,"i) Damage to 180 hectares of Pepper, 236.24 hectares plantain trees & 195.7 hectares of other crops reported. ii) Damage to 22 houses completely,605 houses partially reported. iii) Estimated 14.184 crore of monetary loss reported.",IMD
5215,UEI-IMD-FL-2020-0059,08/11/2020 00:00,08/11/2020 00:00,1,Heavy Rains & Floods,Kozhikode,Kerala,"i) Quilandy & Tamarassery area affected. ii) Damage to 4896 rubber trees, 111035 plantain trees & other spices reported. iii) Damage to 4 houses completely & 109 houses partially reported. iv) Estimated 9.34 crore agricultural losses reported.",IMD
5216,UEI-IMD-FL-2020-0060,08/12/2020 00:00,08/12/2020 00:00,1,Heavy Rains & Floods,"Alappuzha, Kottayam, Pathanamthitta",Kerala,"Alappuzha : (Kuttanad) : i) 7423 people from 2541 families shifted to 110 relief camps. ii) 4322.94 hectares of paddy fields submerged. Kottayam : i) Damage to paddy cultivation of about 2849 hectares reported. ii) Damage to 3000 acres of paddy, rubber, tapioca, plantain & vegetables reported. Pathanamthitta : i) Damage to about 450.74 hectares of cropland reported. ii) Damage to crops worth â‚¹16.827 crore damagedreported.",IMD
5217,UEI-IMD-FL-2020-0061,09/06/2020 00:00,09/06/2020 00:00,1,Heavy Rains,Alappuzha,Kerala,i) Damage to 2 houses completely & 35 houses partially reported. ii) Damage to several fishing boats reported.,IMD
5218,UEI-IMD-FL-2020-0062,09/06/2020 00:00,09/08/2020 00:00,2,Heavy Rains & Flood,Thiruvananthapuram,Kerala,i) 5 families shifted. ii) Damage to a compound wall reported. iii) Damage to roads & drains reported. iv) Low lying areas including many houses flooded in various places. v) Damage to office documents at Kamaleshwaram school reported. vi) Many trees uprooted. vii) Vehicular traffic disrupted at Attakulangara- Manacaud road due to waterlogging.,IMD
5219,UEI-IMD-FL-2020-0063,09/11/2020 00:00,09/11/2020 00:00,1,Heavy Rains & Flood,"Malappuram, Thiruvananthapuram",Kerala,i) All bridges across the chaliyar river washed away. ii) Damage to a Vayalikkada-Choozhampala road reported which causes disruption to traffic. iii) Houses got flooded.,IMD
5220,UEI-IMD-FL-2020-0064,20/09/2020 00:00,20/09/2020 00:00,1,Heavy Rains & Flood,"Ernakulam, Kannur, Thrissur, Wayanad",Kerala,i) Damage to crops reported. ii) Damage to several houses reported. iii) Damage to vehicles reported. iv) A complete damage to roof of a fertilizer depot reported. v) Estimated crop loss of â‚¹ 6.91 crore reported from Kannur Dist. vi) 59 people shifted to 5 relief camps. vii) Damage to a well reported. viii) Many trees including Nutmeg & rubber trees uprooted in many places causes disruption to traffic. ix) Damage to many electric posts reported causing disruption in power supply.,IMD
5221,UEI-IMD-FL-2020-0065,21/09/2020 00:00,21/09/2020 00:00,1,Heavy Rains & Flood,"Kannur, Kasaragod, Palakkad",Kerala,"i) Extensive damage to Paddy crops & also damage to about 6000 Banana plants reported. ii) Damage to 354.936 hectares of crops reported from Kasaragod Dist. iii) Estimated loss of â‚¹3 lakhs reported from Kasaragod Dist. iv) Around 3,109 hectares of crops loss amounting to â‚¹ 54 crores since monsoon onset reported from Palakkad Dist. v) Damage to 64 houses reported. vi) Over 20,000 farmers affected by the crop loss. vii) 23 families shifted to 5 relief camps in Kannur.",IMD
5222,UEI-IMD-FL-2020-0066,22/09/2020 00:00,22/09/2020 00:00,1,Heavy Rains & Flood,"Kollam, Thiruvananthapuram",Kerala,i) Damage to a house reported. ii) Damage to a fishing boat reported,IMD
5223,UEI-IMD-FL-2020-0067,23/09/2020 00:00,23/09/2020 00:00,1,Heavy Rains & Flood,Thiruvananthapuram,Kerala,i) Damage to houses reported. ii) Damage to a car reported.,IMD
5224,UEI-IMD-FL-2020-0068,10/09/2020 00:00,10/09/2020 00:00,1,Heavy Rains & Flood,Thiruvananthapuram,Kerala,i) Damage to plantain reported. ii) Damage to basement of a house reported. iii) Traffic disrupted.,IMD
5225,UEI-IMD-FL-2020-0069,29/10/2020 00:00,29/10/2020 00:00,1,Heavy Rains,Thiruvananthapuram,Kerala,,IMD
5226,UEI-IMD-FL-2020-0070,28/08/2020 00:00,31/08/2020 00:00,4,Heavy Rains & Floods in Narmada & tributaries,"Ashoknagar, Balaghat, Barwani, Betul, Bhopal, Chhatarpur, Chhindwara, Dewas, Dhar, Harda, Hoshangabad, Indore, Jabalpur, Katni, Mandsaur, Narsimhapur, Raisen, Sehore, Seoni, Tikamgarh, Ujjain, Vidisha",Madhya Pradesh,"i) Extensive damage to Soya bean, Groundnut, Urad, Mug, Tur, Corn, Tomato crops reported. ii) More than 11,000 people from 454 villages of 12 districts shifted to 170 shelter camps. iii)Damage to several houses reported. iv) Many Villages submerged & were cut of form the other parts. v) Complete damage to a bridge on Veinganga river reported. vi) National Highways 60 & 12 remained closed.",IMD
5227,UEI-IMD-FL-2020-0071,09/12/2020 00:00,14/09/2020 00:00,2,Heavy Rains,"Burhanpur, Dhar, Satna",Madhya Pradesh,"i) Extensive damage to Urad, Mug & Marigold, Rose crops reported. ii) Damage to 60,000 hectares of crops including Soyabean, Pulses & Oilseeds from Satna district alone reported iii)Compound wall of Garden in housing board colony of Burhanpur district collapsed. iv) Water logging in many areas reported. v) Several trees uprooted causing traffic & electricity disruption.",IMD
5228,UEI-IMD-FL-2020-0072,19/09/2020 00:00,19/09/2020 00:00,1,Heavy Rains,"West Nimar, Raisen, Vidisha",Madhya Pradesh,"i) Damage to Corn, Cotton, Soyabean crops reported. ii) Damage to houses, compound walls reported. iii)Damage to vehicles reported. iv) Water logging in many areas reported. v) Damage to hoardings reported. vi) Several trees uprooted. vii) Electricity wires in many areas damaged causing disruption in power supply.",IMD
5229,UEI-IMD-FL-2020-0073,23/09/2020 00:00,23/09/2020 00:00,1,Heavy Rains,"Alirajpur, Dhar, Guna, Hoshangabad, Chhindwara, West Nimar, Rajgarh",Madhya Pradesh,i) Damage to crops reported. ii) Water logging in many areas reported.,IMD
